Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
34,tt1419318,2013-04-24,2013-04-24,"Muhammad Ali quote: ""It's the repetition of affirmations that leads to belief. And once that belief becomes a deep conviction, things begin to happen.""",Facing Ali,https://www.imdb.com/title/tt1419318/,movie,8.0,100,2009,"Documentary, Biography, Sport",3124,2009-05-29,Pete McCormack
35,tt2147134,2013-04-24,2013-04-24,"Michael Apted quote: ""One of the reasons to do documentaries is that. There's more sense of creating something, more sense of my own soul in the documentaries than in movies, because I don't write the movies I do.""",56 Up,https://www.imdb.com/title/tt2147134/,tvMovie,7.9,144,2012,Documentary,1769,2012-05-14,"Michael Apted, Paul Almond"
36,tt2070768,2013-04-24,2013-04-24,,Palme,https://www.imdb.com/title/tt2070768/,movie,7.6,103,2012,"Documentary, Biography",1403,2012-08-10,"Maud Nycander, Kristina Lindström"
37,tt1845773,2013-04-24,2013-04-24,,Ai Weiwei: Never Sorry,https://www.imdb.com/title/tt1845773/,movie,7.6,91,2012,Documentary,3966,2012-01-22,Alison Klayman
38,tt2124803,2013-04-24,2013-04-24,,How to Survive a Plague,https://www.imdb.com/title/tt2124803/,movie,7.6,110,2012,"Documentary, History, News",3463,2012-01-22,David France
39,tt1692928,2013-04-24,2013-04-24,,The Last Lions,https://www.imdb.com/title/tt1692928/,movie,8.3,88,2011,"Documentary, Family",3810,2011-01-13,Dereck Joubert
40,tt1680059,2013-04-24,2013-04-24,,Born to Be Wild,https://www.imdb.com/title/tt1680059/,short,7.6,40,2011,"Documentary, Short, Adventure",2823,2011-04-08,David Lickley
41,tt0765128,2013-04-24,2013-04-24,,Océans,https://www.imdb.com/title/tt0765128/,movie,7.8,104,2009,"Documentary, Drama",8562,2009-10-13,"Jacques Cluzaud, Jacques Perrin"
42,tt0428803,2013-04-24,2013-04-24,,La marche de l'empereur,https://www.imdb.com/title/tt0428803/,movie,7.6,80,2005,"Documentary, Family",53295,2005-01-21,Luc Jacquet
43,tt0386032,2013-04-24,2013-04-24,,Sicko,https://www.imdb.com/title/tt0386032/,movie,8.0,123,2007,"Documentary, Drama",71533,2007-05-19,Michael Moore
44,tt1232207,2013-04-24,2013-04-24,,Capitalism: A Love Story,https://www.imdb.com/title/tt1232207/,movie,7.4,127,2009,"Documentary, Crime, News",39572,2009-09-06,Michael Moore
45,tt0310793,2013-04-24,2013-04-24,,Bowling for Columbine,https://www.imdb.com/title/tt0310793/,movie,8.0,120,2002,"Documentary, Crime, Drama",134691,2002-05-16,Michael Moore
46,tt1014762,2013-04-24,2013-04-24,,Home,https://www.imdb.com/title/tt1014762/,movie,8.6,120,2009,"Documentary, Drama, Family",20464,2009-06-03,Yann Arthus-Bertrand
