Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
133,tt0110442,2013-04-23,2013-04-23,,Major League II,https://www.imdb.com/title/tt0110442/,movie,5.5,105,1994,"Comedy, Sport",23250,1994-03-30,David S. Ward
134,tt0396652,2013-04-23,2013-04-23,,Ice Princess,https://www.imdb.com/title/tt0396652/,movie,6.0,98,2005,"Comedy, Drama, Family, Sport",22884,2005-03-18,Tim Fywell
135,tt0338216,2013-04-23,2013-04-23,,Lucky You,https://www.imdb.com/title/tt0338216/,movie,5.9,124,2007,"Drama, Romance, Sport",19525,2007-05-01,Curtis Hanson
136,tt1226271,2013-04-23,2013-04-23,,The Damned United,https://www.imdb.com/title/tt1226271/,movie,7.6,98,2009,"Biography, Drama, Sport",38014,2009-03-27,Tom Hooper
137,tt0942384,2013-04-23,2013-04-23,,Shelter,https://www.imdb.com/title/tt0942384/,movie,7.8,97,2007,"Drama, Romance, Sport",19373,2007-06-16,Jonah Markowitz
138,tt0840322,2013-04-23,2013-04-23,,Forever Strong,https://www.imdb.com/title/tt0840322/,movie,7.2,112,2008,"Drama, Sport",9785,2008-09-26,Ryan Little
139,tt0473360,2013-04-23,2013-04-23,,Goal II: Living the Dream,https://www.imdb.com/title/tt0473360/,movie,5.9,115,2007,"Drama, Sport",29610,2007-02-09,Jaume Collet-Serra
140,tt0291341,2013-04-23,2013-04-23,,Mean Machine,https://www.imdb.com/title/tt0291341/,movie,6.5,99,2001,"Comedy, Crime, Drama, Sport",33248,2001-12-26,Barry Skolnick
141,tt0072856,2013-04-23,2013-04-23,,Death Race 2000,https://www.imdb.com/title/tt0072856/,movie,6.2,80,1975,"Action, Comedy, Sci-Fi, Sport",22595,1975-04-30,Paul Bartel
142,tt0078902,2013-04-23,2013-04-23,,Breaking Away,https://www.imdb.com/title/tt0078902/,movie,7.7,101,1979,"Comedy, Drama, Romance, Sport",20018,1979-07-13,Peter Yates
143,tt0103596,2013-04-23,2013-04-23,,3 Ninjas,https://www.imdb.com/title/tt0103596/,movie,5.3,84,1992,"Action, Comedy, Family, Sport",18723,1992-08-07,Jon Turteltaub
144,tt0104040,2013-04-23,2013-04-23,,The Cutting Edge,https://www.imdb.com/title/tt0104040/,movie,6.9,101,1992,"Drama, Romance, Sport",17499,1992-03-27,Paul Michael Glaser
145,tt0110657,2013-04-23,2013-04-23,,The Next Karate Kid,https://www.imdb.com/title/tt0110657/,movie,4.4,107,1994,"Action, Drama, Family, Romance, Sport",22889,1994-08-03,Christopher Cain
