Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
82,tt0142342,2013-04-23,2013-04-23,,Big Daddy,https://www.imdb.com/title/tt0142342/,movie,6.4,93,1999,"Comedy, Drama",184696,1999-06-17,Dennis Dugan
83,tt0167404,2013-04-23,2013-04-23,,The Sixth Sense,https://www.imdb.com/title/tt0167404/,movie,8.1,107,1999,"Drama, Mystery, Thriller",841076,1999-08-02,M. Night Shyamalan
84,tt0144084,2013-04-23,2013-04-23,,American Psycho,https://www.imdb.com/title/tt0144084/,movie,7.6,101,2000,"Crime, Drama",429110,2000-01-21,Mary Harron
85,tt0210945,2013-04-23,2013-04-23,,Remember the Titans,https://www.imdb.com/title/tt0210945/,movie,7.8,113,2000,"Biography, Drama, Sport",183883,2000-09-23,Boaz Yakin
86,tt0268978,2013-04-23,2013-04-23,,A Beautiful Mind,https://www.imdb.com/title/tt0268978/,movie,8.2,135,2001,"Biography, Drama",767286,2001-12-13,Ron Howard
87,tt0212985,2013-04-23,2013-04-23,,Hannibal,https://www.imdb.com/title/tt0212985/,movie,6.8,131,2001,"Crime, Drama, Thriller",236360,2001-02-09,Ridley Scott
88,tt0319061,2013-04-23,2013-04-23,,Big Fish,https://www.imdb.com/title/tt0319061/,movie,8.0,125,2003,"Adventure, Drama, Fantasy, Romance",389123,2003-12-04,Tim Burton
89,tt0332452,2013-04-23,2013-04-23,,Troy,https://www.imdb.com/title/tt0332452/,movie,7.2,163,2004,"Drama, History",450224,2004-05-09,Wolfgang Petersen
90,tt0375679,2013-04-23,2013-04-23,,Crash,https://www.imdb.com/title/tt0375679/,movie,7.8,112,2004,"Crime, Drama, Thriller",399919,2004-09-10,Paul Haggis
91,tt0457430,2013-04-23,2013-04-23,,El laberinto del fauno,https://www.imdb.com/title/tt0457430/,movie,8.2,118,2006,"Drama, Fantasy, War",569992,2006-05-27,Guillermo del Toro
92,tt0758758,2013-04-23,2013-04-23,,Into the Wild,https://www.imdb.com/title/tt0758758/,movie,8.1,148,2007,"Adventure, Biography, Drama",522580,2007-09-01,Sean Penn
93,tt0477348,2013-04-23,2013-04-23,,No Country for Old Men,https://www.imdb.com/title/tt0477348/,movie,8.1,122,2007,"Crime, Drama, Thriller",763447,2007-05-19,"Joel Coen, Ethan Coen"
94,tt0469494,2013-04-23,2013-04-23,,There Will Be Blood,https://www.imdb.com/title/tt0469494/,movie,8.2,158,2007,Drama,461476,2007-09-27,Paul Thomas Anderson
95,tt1205489,2013-04-23,2013-04-23,,Gran Torino,https://www.imdb.com/title/tt1205489/,movie,8.1,116,2008,Drama,667412,2008-12-09,Clint Eastwood
96,tt1197624,2013-04-23,2013-04-23,,Law Abiding Citizen,https://www.imdb.com/title/tt1197624/,movie,7.4,109,2009,"Crime, Drama, Thriller",251647,2009-09-23,F. Gary Gray
97,tt0438488,2013-04-23,2013-04-23,,Terminator Salvation,https://www.imdb.com/title/tt0438488/,movie,6.6,115,2009,"Action, Adventure, Sci-Fi",319445,2009-05-14,McG
98,tt0878804,2013-04-23,2013-04-23,,The Blind Side,https://www.imdb.com/title/tt0878804/,movie,7.7,129,2009,"Biography, Drama, Sport",266215,2009-11-17,John Lee Hancock
99,tt0947798,2013-04-23,2013-04-23,,Black Swan,https://www.imdb.com/title/tt0947798/,movie,8.0,108,2010,"Drama, Thriller",646396,2010-09-01,Darren Aronofsky
100,tt1037705,2013-04-23,2013-04-23,,The Book of Eli,https://www.imdb.com/title/tt1037705/,movie,6.9,118,2010,"Action, Adventure, Drama, Thriller",270353,2010-01-11,"Allen Hughes, Albert Hughes"
101,tt1231583,2013-04-23,2013-04-23,,Due Date,https://www.imdb.com/title/tt1231583/,movie,6.5,95,2010,"Adventure, Comedy",302473,2010-10-31,Todd Phillips
102,tt1504320,2013-04-23,2013-04-23,,The King's Speech,https://www.imdb.com/title/tt1504320/,movie,8.0,118,2010,"Biography, Drama, History",591553,2010-09-06,Tom Hooper
103,tt0955308,2013-04-23,2013-04-23,,Robin Hood,https://www.imdb.com/title/tt0955308/,movie,6.7,140,2010,"Action, Adventure, Drama, History, Romance",238871,2010-05-12,Ridley Scott
104,tt0840361,2013-04-23,2013-04-23,,The Town,https://www.imdb.com/title/tt0840361/,movie,7.6,125,2010,"Crime, Drama, Thriller",321483,2010-09-08,Ben Affleck
105,tt1464540,2013-04-23,2013-04-23,,I Am Number Four,https://www.imdb.com/title/tt1464540/,movie,6.1,111,2011,"Action, Adventure, Sci-Fi, Thriller",217177,2011-02-17,D.J. Caruso
106,tt1318514,2013-04-23,2013-04-23,,Rise of the Planet of the Apes,https://www.imdb.com/title/tt1318514/,movie,7.6,105,2011,"Action, Drama, Sci-Fi, Thriller",471414,2011-07-28,Rupert Wyatt
107,tt1306980,2013-04-23,2013-04-23,,50/50,https://www.imdb.com/title/tt1306980/,movie,7.7,100,2011,"Comedy, Drama, Romance",299588,2011-09-12,Jonathan Levine
108,tt1598778,2013-04-23,2013-04-23,,Contagion,https://www.imdb.com/title/tt1598778/,movie,6.6,106,2011,"Action, Drama, Thriller",201017,2011-09-03,Steven Soderbergh
109,tt1033575,2013-04-23,2013-04-23,,The Descendants,https://www.imdb.com/title/tt1033575/,movie,7.3,115,2011,"Comedy, Drama",223135,2011-09-02,Alexander Payne
110,tt0970179,2013-04-23,2013-04-23,,Hugo,https://www.imdb.com/title/tt0970179/,movie,7.5,126,2011,"Adventure, Drama, Family, Fantasy, Mystery, Romance",284084,2011-10-10,Martin Scorsese
111,tt1124035,2013-04-23,2013-04-23,,The Ides of March,https://www.imdb.com/title/tt1124035/,movie,7.1,101,2011,"Drama, Thriller",207119,2011-08-31,George Clooney
112,tt1253864,2013-04-23,2013-04-23,,Immortals,https://www.imdb.com/title/tt1253864/,movie,6.0,110,2011,"Action, Drama, Fantasy, Romance",152623,2011-11-10,Tarsem Singh
113,tt1210166,2013-04-23,2013-04-23,,Moneyball,https://www.imdb.com/title/tt1210166/,movie,7.6,133,2011,"Biography, Drama, Sport",325259,2011-09-09,Bennett Miller
114,tt1655420,2013-04-23,2013-04-23,,My Week with Marilyn,https://www.imdb.com/title/tt1655420/,movie,7.0,99,2011,"Biography, Drama",79152,2011-10-09,Simon Curtis
115,tt0433035,2013-04-23,2013-04-23,,Real Steel,https://www.imdb.com/title/tt0433035/,movie,7.1,127,2011,"Action, Drama, Family, Sci-Fi, Sport",282976,2011-09-06,Shawn Levy
116,tt1340800,2013-04-23,2013-04-23,,Tinker Tailor Soldier Spy,https://www.imdb.com/title/tt1340800/,movie,7.1,122,2011,"Drama, Mystery, Thriller",174441,2011-09-05,Tomas Alfredson
117,tt1389137,2013-04-23,2013-04-23,,We Bought a Zoo,https://www.imdb.com/title/tt1389137/,movie,7.1,124,2011,"Comedy, Drama, Family",126505,2011-11-26,Cameron Crowe
118,tt1629757,2013-04-23,2013-04-23,,Chasing Mavericks,https://www.imdb.com/title/tt1629757/,movie,7.2,116,2012,"Biography, Drama, Sport",28927,2012-10-25,"Michael Apted, Curtis Hanson"
119,tt1706593,2013-04-23,2013-04-23,,Chronicle,https://www.imdb.com/title/tt1706593/,movie,7.1,84,2012,"Drama, Sci-Fi, Thriller",228724,2012-01-28,Josh Trank
120,tt1524137,2013-04-23,2013-04-23,,Contraband,https://www.imdb.com/title/tt1524137/,movie,6.5,109,2012,"Action, Crime, Drama, Thriller",111506,2012-01-12,Baltasar Kormákur
121,tt1601913,2013-04-23,2013-04-23,,The Grey,https://www.imdb.com/title/tt1601913/,movie,6.8,117,2011,"Action, Adventure, Drama, Thriller",228255,2011-12-11,Joe Carnahan
122,tt1462769,2013-04-23,2013-04-23,,The Odd Life of Timothy Green,https://www.imdb.com/title/tt1462769/,movie,6.6,105,2012,"Comedy, Drama, Family, Fantasy",42676,2012-08-15,Peter Hedges
123,tt1706620,2013-04-23,2013-04-23,,Snowpiercer,https://www.imdb.com/title/tt1706620/,movie,7.1,126,2013,"Action, Drama, Sci-Fi",235784,2013-07-29,Joon-ho Bong
124,tt1682180,2013-04-23,2013-04-23,,Stoker,https://www.imdb.com/title/tt1682180/,movie,6.8,99,2013,"Drama, Thriller",97160,2013-01-20,Chan-wook Park
125,tt1939659,2013-04-23,2013-04-23,,Carrie,https://www.imdb.com/title/tt1939659/,movie,5.9,100,2013,"Drama, Horror",124927,2013-10-07,Kimberly Peirce
126,tt2334879,2013-04-23,2013-04-23,,White House Down,https://www.imdb.com/title/tt2334879/,movie,6.4,131,2013,"Action, Drama, Thriller",191119,2013-06-21,Roland Emmerich
